title,level
"[단독] '고난의 행군' 선언한 북한, 남한에 '모내기 물품' 지원 요청",0
"대한항공, 회사채 3500억 확대 발행...수요예측 통해 1500억원 증액",0
"중대본 ""10일 신규 확진자 600명대 후반… 감염 재상산 지수 1.11""",0
"세븐틴, 美 이어 日 접수할까 ‘히토리쟈나이’ 하이라이트 메들리 공개",0
"세종시교육청, 세월호 참사 7주기 맞아 추모주간 지정·운영",0
경북 75세 이상 고령층 화이자 접종률 1.6%...노인시설 15.0%,0
4월 10일 시대도 정치도 ‘830세대’를... [오늘은 이런 경향],0
"음성署, 신임경찰관 졸업...""초심 유지, 신뢰받는 경찰 되어달라""",0
"진천교육도서관, '도서관주간'...다양한 문화행사 펼쳐",0
"진천 삼수초, 교직원 연수...'원격수업' 역량 강화",0
"[단독] 팬오션 직원, 교대요구 해기사에 ""징징짜는 놈"" [김기자의 토요일]",0
"천안시, 유흥시설 방역수칙 이행 여부 집중 점검",0
“오늘도 6백 명대 후반…3차 유행 본격화한 12월 초와 유사”,0
코로나19 자가진단키트 도입 논의…미코바이오메드 항체 방식·EDGC 항원 방식 개발 중,0
"[뉴욕증시 마감] ""인플레이션 우려 과도했다?"" 논란 속 다우·S&P 사상 최고치 경신",0
"[코로나19]오늘도 600명대 후반... 중대본 ""3차유행 본격화때와 비슷""",0
[속보] 인천 남동구 만수동 김밥브라더스 방문자 검사 요청,0
"[속보] 순천시청 확진자 3명 발생과 동선공개...명광교회, 옛날팥죽, 노지언헤어샵",0
"세종시의회, 보건소와 보건환경연구원 직원 격려 방문",0
"최영조 경산시장, 대시민 호소문 발표",0
"김천시, 미세먼지'좋음', Happy Day",0
오늘 신규확진자 700명 안팎…유증상자 검사·실내 마스크 의무화,0
"[속보] 대전 코로나19, 확진자 4명(#1520~#1523) 추가 발생",0
[속보] 파주시청 911번째 확진자 발생 알려,0
"남양주시, '비즈니스 스웨덴'과 함께 도시 개발 워크숍 열어",0
"""일손 부족 농가·도시구직자 연결해드려요""",0
딜링룸 24시…챙겨봐야할 국제경제뉴스,0
"세종충남대학교병원, 코로나19 환자들에게 간식 전달",0
"‘끝나지 않는 코로나’…여행업계, 국내 상품으로 활로 모색",0
美 일부 주서 코로나 백신 J&J 부작용 이유로 접종 중단,0
[문화+]윤여정 美배우조합 여우조연상外,0
[영화리뷰]'낙원의 밤' 우아하고 잔혹한 핏빛 클리셰,0
"[영상] 고스트나인의 남다른 팬 사랑 ""컴백 후 가장 하고 싶은 것은 고스티 보는 것""",0
[뉴욕전망]돈이 넘치는 주식시장…과열신호 주의보?,0
"삼성전자, 폰 이어 태블릿도 접을까…'갤럭시폴드탭' 특허 승인",0
"삼성전자, 폰 이어 태블릿도 접을까…'갤럭시폴드탭' 특허 승인",0
4월 10일 MBN 뉴스와이드 주요뉴스,0
"‘자산어보’, 2일 연속 박스오피스 1위..2위 ‘노바디’-3위 ‘귀멸의 칼날’",0
"충남도, 코로나19 확진자 4명(#2760~#2762) 추가 발생",0
[종합] 경산·포항·구미서 26명 추가 확진...경산 보육시설·교회 22명,0
농협은행이 인터넷전문은행을 만든다면?,0
"4월 9일 지상파 시청률, 이소연X최여진 ‘미스 몬테크리스토’ 1위",0
"울산 동구, 울산과학대서 영어광장 운영",0
우리은행발 탈(脫)공항 움직임…고객 불편 안중 없나?,0
"류덕환, 8년 열애 전수린과 4월17일 결혼…축가는 이선빈[종합]",0
"케이블채널에서 아주 돋보이는 ""윤경화의 쇼 가요중심"" 프로 제작자 정우혁 회장은?",0
아미스페이의 소상공인 가맹점에 `크립토끼` 결제를 위한 연동개발완료,0
"[이통3사 탈통신 ①] SKT, ""통신 + 투자회사"" 선언 후 주가 52주 신고가 연일 경신",0
"거리두기 3주 연장, 유흥시설 집합금지...“특단의 대책” 준비",0
[고무열 박사의 선구안] 코로나19 이후의 경제 전망과 방안,0
"""하루 코로나19 확진 600명""…다시 3차 유행 본격화 수준까지",0
"[강방천과 만나다]② 2차 동학개미운동, 잠자는 퇴직연금 깨워야",0
[강방천과 만나다]① 30년의 의심…대박 안겨준 좋은 기업 동행 나침판,0
주유소 184곳 폐업…코로나·친환경차 확산 여파,0
[위클리 코인]이어진 `월가 러브콜`…급등락도 줄었다,0
[이로운 BOOK촌] 오늘의 경험이 내일의 백신…'보이지 않는 침입자들의 세계',0
"유럽, 코로나 위기서 취약계층 지원 어떻게 했나",0
[뉴스1 주간 핫포토]'재보궐 참패' 민주당…정치권 개편 시작되나,0
"[부동산백서]부동산 규제 피한 '레지던스' 생숙, 인기 계속 될까?",0
[팩트체크] 백신 순서 왔는데 안맞고 확진시 치료비 자가부담?,0
[JOB인터뷰] 김정태 회장 미소짓게 한 박폴 하나금융 스포츠마케팅 팀장,0
백악관 12일 반도체 화상 회의에 삼성전자 등 19개사 참석,0
"""4차 유행 초기 양상""...2단계 지역 유흥시설 영업금지",0
[주말 거리에서는]'4차 대유행' 시작되나…이번 주말 '촉각',0
"LA카운티 학부모 단체, LA통합교육구 상대로 소송 제기",0
"5만~6만명이던 미 코로나 신규확진, 8만명 육박…보름만에 최다",0
"[이기자의 츄라이] '비건'이 뉴 트렌드?...농심·풀무원·삼양, 라면 승자는",0
포스트 코로나 대안 모색 'Go! Inside',0
혐오범죄로 미국 LA 일본사찰 피해,0
"'인종차별 논란' 샘 오취리 근황 ""안 좋은 상황 있었다, 일하고 싶어"" (오취리삶)[종합]",0
중앙경찰학교 신임경찰 제303기 졸업식 성료,0
"""안녕하세요! 로마까지 오시느라 고생 많으셨습니다""",0
"화이자, 美 FDA에 12~15세 코로나19 백신 긴급사용 승인 신청",0
'쿠팡 vs 아마존' 어떤 주식을 담을까?,0
"아웃도어街, 봄 시장 등산화로 '승부수'...MZ세대 잡아라",0
"대구동부교육지원청, 상반기 학교급식 위생ㆍ안전점검 실시",0
"광주 동구, ""코로나19 확산될라…"" 방역고삐 바짝",0
"포항시, 사회적 거리두기 1.5단계 3주간 유지",0
"정읍시, 서울 강동구와 자매결연도시 협약'체결'",0
"대구서부교육지원청, 서부드림스쿨 시작...개강식은 생략! 수업은 열정적으로",0
"BTJ열방센터, 코로나19 방역수칙 위반 등 관련 사과문 발표",0
"대구시교육청, 초, 중, 고 영재학급 영재교육대상자 선발 전형 실시",0
"경북교육청, '교육복지우선지원사업' 연수회 개최",0
"이강덕 포항시장, 김태성 해병대 사령관 내정자에게 명예시민증 수여",0
대구과학ㆍ문예창작영재교육원 개강식 개최,0
